SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,1,40,Milwaukee,40,Southeast,MI,21,Large suburb,42.879238,-88.001907,5.50483E+11,1900,400,Franklin Public,Public school,Milwaukee County Correctional Facility South,High School,9,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.907798,-87.973403,5.50483E+11,1900,80,Franklin Public,Public school,Pleasant View Elementary,Elementary School,PK,6,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.902229,-88.047981,5.50483E+11,1900,100,Franklin Public,Public school,Robinwood Elementary,Elementary School,PK,6,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.877868,-87.959709,5.50483E+11,1900,120,Franklin Public,Public school,Southwood Glen Elementary,Elementary School,PK,6,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,48,Polk,262,Lakeland - West,IN,43,Rural - remote,45.670009,-92.437522,5.50486E+11,1939,40,Frederic,Public school,Frederic 6-12 School,High School,6,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,48,Polk,262,Lakeland - West,,43,Rural - remote,45.662807,-92.462379,5.50486E+11,1939,20,Frederic,Public school,Frederic Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,44,Outagamie,301,North Eastern,,41,Rural - fringe,44.3665,-88.316802,5.50492E+11,1953,20,Freedom Area,Public school,Freedom Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,6,44,Outagamie,301,North Eastern,FV,41,Rural - fringe,44.384162,-88.291275,5.50492E+11,1953,60,Freedom Area,Public school,Freedom High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,44,Outagamie,301,North Eastern,,41,Rural - fringe,44.384162,-88.291275,5.50492E+11,1953,40,Freedom Area,Public school,Freedom Middle,Middle School,6,8,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,61,Trempealeau,10,Coulee,,42,Rural - distant,44.167839,-91.266464,5.50496E+11,2009,20,Galesville-Ettrick-Trempealeau,Public school,Ettrick Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,4,61,Trempealeau,10,Coulee,,42,Rural - distant,44.094303,-91.343894,5.50496E+11,2009,60,Galesville-Ettrick-Trempealeau,Public school,Galesville Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,4,61,Trempealeau,10,Coulee,WW,42,Rural - distant,44.092891,-91.342178,5.50496E+11,2009,40,Galesville-Ettrick-Trempealeau,Public school,Galesville-Ettrick-Trempealeau High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,61,Trempealeau,10,Coulee,,42,Rural - distant,44.081199,-91.36061,5.50496E+11,2009,50,Galesville-Ettrick-Trempealeau,Public school,Galesville-Ettrick-Trempealeau Middle,Middle School,6,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,4,61,Trempealeau,10,Coulee,,42,Rural - distant,44.006393,-91.435058,5.50496E+11,2009,80,Galesville-Ettrick-Trempealeau,Public school,Trempealeau Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,64,Walworth,41,Southern Lakes,,31,Fringe town,42.585811,-88.48265,5.5051E+11,2044,20,Geneva J4,Public school,Woods Elementary,Elementary School,K4,8,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,64,Walworth,41,Southern Lakes,,21,Large suburb,42.499519,-88.329544,5.50513E+11,2051,20,Genoa City J2,Public school,Brookwood Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,64,Walworth,41,Southern Lakes,,21,Large suburb,42.511535,-88.319541,5.50513E+11,2051,200,Genoa City J2,Public school,Brookwood Middle,Combined Elementary/Secondary School,4,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,66,Washington,30,North Shore,,41,Rural - fringe,43.207988,-88.201393,5.50516E+11,2058,20,Germantown,Public school,Amy Belle Elementary,Elementary School,PK,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,66,Washington,30,North Shore,,21,Large suburb,43.19625,-88.107559,5.50516E+11,2058,40,Germantown,Public school,County Line Elementary,Elementary School,PK,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,66,Washington,30,North Shore,MI,21,Large suburb,43.226951,-88.134933,5.50516E+11,2058,180,Germantown,Public school,Germantown High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,66,Washington,30,North Shore,,21,Large suburb,43.23294,-88.106674,5.50516E+11,2058,110,Germantown,Public school,Kennedy Middle,Middle School,6,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,66,Washington,30,North Shore,,21,Large suburb,43.227249,-88.103408,5.50516E+11,2058,120,Germantown,Public school,MacArthur Elementary,Elementary School,PK,5,Medium,No,No,SWP,School-wide Program
2018-19,1,66,Washington,30,North Shore,,41,Rural - fringe,43.257312,-88.136322,5.50516E+11,2058,140,Germantown,Public school,Rockfield Elementary,Elementary School,PK,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,15,Door,33,Packerland,,43,Rural - remote,45.125183,-87.230186,5.50522E+11,2114,100,Gibraltar Area,Public school,Gibraltar Elementary,Elementary School,PK,6,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,7,15,Door,33,Packerland,NE,43,Rural - remote,45.125183,-87.230186,5.50522E+11,2114,120,Gibraltar Area,Public school,Gibraltar High,High School,9,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,15,Door,33,Packerland,,43,Rural - remote,45.125183,-87.230186,5.50522E+11,2114,200,Gibraltar Area,Public school,Gibraltar Middle,Middle School,7,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,42,Oconto,25,Marinette-Oconto,,42,Rural - distant,44.885089,-88.316169,5.50525E+11,2128,60,Gillett,Public school,Gillett Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,8,42,Oconto,25,Marinette-Oconto,NE,42,Rural - distant,44.885089,-88.316169,5.50525E+11,2128,20,Gillett,Public school,Gillett High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,42,Oconto,25,Marinette-Oconto,,42,Rural - distant,44.885089,-88.316169,5.50525E+11,2128,40,Gillett,Public school,Gillett Middle,Middle School,6,8,Small,No,No,SWP,School-wide Program
2018-19,10,60,Taylor,120,Cloverbelt - East,,43,Rural - remote,45.168811,-90.807159,5.50528E+11,2135,40,Gilman,Public school,Gilman Elementary,Elementary School,K4,6,Small,No,No,SWP,School-wide Program
2018-19,10,60,Taylor,120,Cloverbelt - East,CV,43,Rural - remote,45.168811,-90.807159,5.50528E+11,2135,60,Gilman,Public school,Gilman High,High School,7,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,60,Taylor,120,Cloverbelt - East,CV,,Unknown,,,Unknown,2135,9100,Gilman,Public Schools-Multidistrict Charters,Rural Virtual Academy,Combined Elementary/Secondary School,K4,12,Unknown,Yes,Yes,,Not Title I
2018-19,10,6,Buffalo,11,Dairyland,,42,Rural - distant,44.568767,-91.67102,5.50537E+11,2142,40,Gilmanton,Public school,Gilmanton Elementary,Elementary School,K4,4,Small,No,No,SWP,School-wide Program
2018-19,10,6,Buffalo,11,Dairyland,CV,42,Rural - distant,44.568767,-91.67102,5.50537E+11,2142,60,Gilmanton,Public school,Gilmanton High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,6,Buffalo,11,Dairyland,,42,Rural - distant,44.568767,-91.67102,5.50537E+11,2142,250,Gilmanton,Public school,Gilmanton Middle,Middle School,5,8,Small,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,30,North Shore,,21,Large suburb,43.134719,-87.943458,5.50546E+11,2184,10,Glendale-River Hills,Public school,Glen Hills Middle,Combined Elementary/Secondary School,4,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,30,North Shore,,21,Large suburb,43.124778,-87.927337,5.50546E+11,2184,60,Glendale-River Hills,Public school,Parkway Elementary,Elementary School,K4,3,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,11,55,Saint Croix,123,Dunn-St. Croix - Small,,43,Rural - remote,45.09098,-92.155204,5.50552E+11,2198,60,Glenwood City,Public school,Glenwood City Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,11,55,Saint Croix,123,Dunn-St. Croix - Small,IN,43,Rural - remote,45.056785,-92.163932,5.50552E+11,2198,80,Glenwood City,Public school,Glenwood City High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,55,Saint Croix,123,Dunn-St. Croix - Small,,43,Rural - remote,45.056785,-92.163932,5.50552E+11,2198,100,Glenwood City,Public school,Glenwood City Middle,Middle School,6,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,38,Marinette,31,Northern Lakes,NE,43,Rural - remote,45.639743,-88.365669,5.50558E+11,2212,40,Goodman-Armstrong Creek,Public school,Goodman High,High School,7,12,Small,No,No,SWP,School-wide Program
2018-19,8,38,Marinette,31,Northern Lakes,,43,Rural - remote,45.639743,-88.365669,5.50558E+11,2212,20,Goodman-Armstrong Creek,Public school,Goodman-Armstrong Elementary,Elementary School,K4,6,Small,No,No,SWP,School-wide Program
2018-19,1,45,Ozaukee,30,North Shore,MI,21,Large suburb,43.320259,-87.93917,5.50561E+11,2217,40,Grafton,Public school,Grafton High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,45,Ozaukee,30,North Shore,,21,Large suburb,43.333698,-87.957664,5.50561E+11,2217,60,Grafton,Public school,John Long Middle,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,1,45,Ozaukee,30,North Shore,,21,Large suburb,43.312389,-87.954513,5.50561E+11,2217,30,Grafton,Public school,Kennedy Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,45,Ozaukee,30,North Shore,,21,Large suburb,43.331527,-87.960121,5.50561E+11,2217,100,Grafton,Public school,Woodview Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,10,10,Clark,120,Cloverbelt - East,,43,Rural - remote,44.589862,-90.461494,5.50564E+11,2226,20,Granton Area,Public school,Granton Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,10,10,Clark,120,Cloverbelt - East,MS,43,Rural - remote,44.589862,-90.461494,5.50564E+11,2226,40,Granton Area,Public school,Granton High,High School,6,12,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,11,7,Burnett,262,Lakeland - West,,43,Rural - remote,45.773818,-92.673492,5.50567E+11,2233,60,Grantsburg,Public school,Grantsburg Elementary,Elementary School,1,3,Small,No,No,SWP,School-wide Program
2018-19,11,7,Burnett,262,Lakeland - West,IN,43,Rural - remote,45.775611,-92.673484,5.50567E+11,2233,80,Grantsburg,Public school,Grantsburg High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,7,Burnett,262,Lakeland - West,,43,Rural - remote,45.776538,-92.669624,5.50567E+11,2233,100,Grantsburg,Public school,Grantsburg Middle,Combined Elementary/Secondary School,4,8,Medium,No,No,SWP,School-wide Program
2018-19,11,7,Burnett,262,Lakeland - West,IN,43,Rural - remote,45.775611,-92.673484,5.50567E+11,2233,400,Grantsburg,Public school,iForward,Combined Elementary/Secondary School,6,12,Large,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,7,Burnett,262,Lakeland - West,,43,Rural - remote,45.773078,-92.573707,5.50567E+11,2233,120,Grantsburg,Public school,Nelson Elementary,Elementary School,K4,KG,Small,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.500396,-88.017814,5.50582E+11,2289,20,Green Bay Area Public,Public school,Aldo Leopold Community School K-8,Combined Elementary/Secondary School,K4,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.510761,-87.933258,5.50582E+11,2289,30,Green Bay Area Public,Public school,Baird Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,NE,12,Mid-size city,44.505661,-88.00222,5.50582E+11,2289,40,Green Bay Area Public,Public school,Bay View,Combined Elementary/Secondary School,K4,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.50568,-88.050491,5.50582E+11,2289,60,Green Bay Area Public,Public school,Beaumont Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.530628,-88.055068,5.50582E+11,2289,100,Green Bay Area Public,Public school,Chappell Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.50904,-87.968643,5.50582E+11,2289,140,Green Bay Area Public,Public school,Danz Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,22,Mid-size suburb,44.45351,-88.030273,5.50582E+11,2289,175,Green Bay Area Public,Public school,Doty Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,NE,12,Mid-size city,,,5.50582E+11,2289,800,Green Bay Area Public,Public school,Dr Rosa Minoka-Hill School,Combined Elementary/Secondary School,KG,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.498882,-87.982681,5.50582E+11,2289,130,Green Bay Area Public,Public school,Early Learning Center,Elementary School,K4,KG,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,NE,12,Mid-size city,44.507678,-87.992584,5.50582E+11,2289,180,Green Bay Area Public,Public school,East High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.493621,-87.949287,5.50582E+11,2289,190,Green Bay Area Public,Public school,Edison Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.489761,-87.982749,5.50582E+11,2289,200,Green Bay Area Public,Public school,Eisenhower Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.529441,-88.034904,5.50582E+11,2289,220,Green Bay Area Public,Public school,Elmore Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.520359,-88.021339,5.50582E+11,2289,280,Green Bay Area Public,Public school,Fort Howard Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.519348,-88.048583,5.50582E+11,2289,300,Green Bay Area Public,Public school,Franklin Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,7,5,Brown,54,Fox River Classic,,41,Rural - fringe,44.487049,-87.905868,5.50582E+11,2289,170,Green Bay Area Public,Public school,Friedrich Froebel Garden of Early Learning,Elementary School,K4,KG,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.513454,-87.989654,5.50582E+11,2289,110,Green Bay Area Public,Public school,Green Bay Head Start,Elementary School,K4,PK,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.507141,-88.015289,5.50582E+11,2289,320,Green Bay Area Public,Public school,Howe Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.511386,-88.058135,5.50582E+11,2289,340,Green Bay Area Public,Public school,Jackson Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.528198,-88.020889,5.50582E+11,2289,360,Green Bay Area Public,Public school,Jefferson Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,NE,12,Mid-size city,44.513454,-87.989654,5.50582E+11,2289,445,Green Bay Area Public,Public school,John Dewey Academy of Learning,High School,6,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.541179,-88.065002,5.50582E+11,2289,370,Green Bay Area Public,Public school,Keller Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.519989,-88.074638,5.50582E+11,2289,380,Green Bay Area Public,Public school,Kennedy Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.515567,-88.116081,5.50582E+11,2289,390,Green Bay Area Public,Public school,King Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,22,Mid-size suburb,44.464488,-88.026649,5.50582E+11,2289,400,Green Bay Area Public,Public school,Langlade Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,54,Fox River Classic,,12,Mid-size city,44.5111,-88.010421,5.50582E+11,2289,150,Green Bay Area Public,Public school,Leonardo da Vinci School for Gifted Learners,Combined Elementary/Secondary School,KG,8,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
