SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.81641,-91.514282,5.50405E+11,1554,111,Eau Claire Area,Public school,Chippewa Valley Montessori Charter School,Elementary School,K4,5,Medium,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.850826,-91.478279,5.50405E+11,1554,500,Eau Claire Area,Public school,Davey Elementary,Elementary School,KG,5,Medium,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.819461,-91.55429,5.50405E+11,1554,170,Eau Claire Area,Public school,DeLong Middle,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.811264,-91.496566,5.50405E+11,1554,120,Eau Claire Area,Public school,Eau Claire Community Sites,Elementary School,K4,PK,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.803371,-91.479934,5.50405E+11,1554,100,Eau Claire Area,Public school,Flynn Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.807064,-91.514114,5.50405E+11,1554,590,Eau Claire Area,Public school,Lakeshore Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.853351,-91.462997,5.50405E+11,1554,220,Eau Claire Area,Public school,Locust Lane Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.819034,-91.490394,5.50405E+11,1554,240,Eau Claire Area,Public school,Longfellow Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.789962,-91.485946,5.50405E+11,1554,280,Eau Claire Area,Public school,Manz Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,CV,13,Small city,44.828868,-91.458106,5.50405E+11,1554,580,Eau Claire Area,Public school,McKinley Charter School,High School,6,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.768814,-91.468406,5.50405E+11,1554,350,Eau Claire Area,Public school,Meadowview Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,CV,13,Small city,44.796218,-91.473358,5.50405E+11,1554,340,Eau Claire Area,Public school,Memorial High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,CV,13,Small city,44.846641,-91.483703,5.50405E+11,1554,400,Eau Claire Area,Public school,North High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.846775,-91.46804,5.50405E+11,1554,560,Eau Claire Area,Public school,Northstar Middle,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.832763,-91.465377,5.50405E+11,1554,422,Eau Claire Area,Public school,Northwoods Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,CV,13,Small city,44.807571,-91.504516,5.50405E+11,1554,430,Eau Claire Area,Public school,Oxford Avenue School,High School,10,12,Unknown,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.831237,-91.540748,5.50405E+11,1554,200,Eau Claire Area,Public school,Prairie Ridge Early Learning School,Elementary School,K4,PK,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.789295,-91.50682,5.50405E+11,1554,420,Eau Claire Area,Public school,Putnam Heights Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.785591,-91.447288,5.50405E+11,1554,460,Eau Claire Area,Public school,Robbins Elementary,Elementary School,KG,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.830238,-91.521163,5.50405E+11,1554,480,Eau Claire Area,Public school,Roosevelt Elementary,Elementary School,KG,5,Medium,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,10,18,Eau Claire,4,Big Rivers,CV,13,Small city,44.807456,-91.504402,5.50405E+11,1554,800,Eau Claire Area,Public school,Second Avenue School,Combined Elementary/Secondary School,4,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.81974,-91.548675,5.50405E+11,1554,520,Eau Claire Area,Public school,Sherman Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,10,18,Eau Claire,4,Big Rivers,,13,Small city,44.782001,-91.470565,5.50405E+11,1554,540,Eau Claire Area,Public school,South Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,125,Marawood - North,,42,Rural - distant,44.923091,-89.962928,5.50408E+11,1561,20,Edgar,Public school,Edgar Elementary,Elementary School,K4,5,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,9,37,Marathon,125,Marawood - North,NC,42,Rural - distant,44.923919,-89.960182,5.50408E+11,1561,40,Edgar,Public school,Edgar High,High School,9,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,125,Marawood - North,,42,Rural - distant,44.923919,-89.960182,5.50408E+11,1561,23,Edgar,Public school,Edgar Middle,Middle School,6,8,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,53,Rock,36,Rock Valley,,31,Fringe town,42.841403,-89.072013,5.50411E+11,1568,40,Edgerton,Public school,Edgerton Community Elementary,Elementary School,K4,5,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,36,Rock Valley,BH,31,Fringe town,42.841552,-89.0718,5.50411E+11,1568,80,Edgerton,Public school,Edgerton High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,53,Rock,36,Rock Valley,,31,Fringe town,42.842681,-89.07447,5.50411E+11,1568,60,Edgerton,Public school,Edgerton Middle,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,36,Rock Valley,,42,Rural - distant,42.798561,-89.157379,5.50411E+11,1568,160,Edgerton,Public school,Yahara Elementary,Elementary School,1,5,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,34,Langlade,31,Northern Lakes,,43,Rural - remote,45.43758,-89.18367,5.50417E+11,1582,20,Elcho,Public school,Elcho Elementary,Elementary School,K4,5,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,9,34,Langlade,31,Northern Lakes,NI,43,Rural - remote,45.43758,-89.18367,5.50417E+11,1582,40,Elcho,Public school,Elcho High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,9,34,Langlade,31,Northern Lakes,,43,Rural - remote,,,5.50417E+11,1582,250,Elcho,Public school,Elcho Middle,Middle School,6,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,9,34,Langlade,31,Northern Lakes,NI,,Unknown,,,Unknown,1582,9100,Elcho,Public Schools-Multidistrict Charters,Rural Virtual Academy,Combined Elementary/Secondary School,K4,12,Unknown,Yes,Yes,,Not Title I
2018-19,10,61,Trempealeau,11,Dairyland,,42,Rural - distant,44.547733,-91.396202,5.5042E+11,1600,80,Eleva-Strum,Public school,Eleva-Strum Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,10,61,Trempealeau,11,Dairyland,CV,42,Rural - distant,44.562351,-91.419677,5.5042E+11,1600,60,Eleva-Strum,Public school,Eleva-Strum High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,61,Trempealeau,11,Dairyland,,,Unknown,,,5.5042E+11,1600,200,Eleva-Strum,Public school,Eleva-Strum Middle,Middle School,6,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,17,Dunn,122,Dunn-St. Croix - Large,CV,41,Rural - fringe,44.874401,-91.682983,5.50423E+11,1645,40,Elk Mound Area,Public school,Elk Mound High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,17,Dunn,122,Dunn-St. Croix - Large,,41,Rural - fringe,44.874961,-91.687271,5.50423E+11,1645,20,Elk Mound Area,Public school,Elk Mound Middle,Middle School,5,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,17,Dunn,122,Dunn-St. Croix - Large,,41,Rural - fringe,44.872688,-91.68225,5.50423E+11,1645,60,Elk Mound Area,Public school,Mound View Elementary,Elementary School,K4,4,Large,No,No,SWP,School-wide Program
2018-19,7,59,Sheboygan,300,Big East,,42,Rural - distant,43.835819,-88.014732,5.50426E+11,1631,20,Elkhart Lake-Glenbeulah,Public school,Elkhart Lake Elementary/Middle,Elementary School,K4,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,7,59,Sheboygan,300,Big East,LS,42,Rural - distant,43.838169,-88.015312,5.50426E+11,1631,40,Elkhart Lake-Glenbeulah,Public school,Elkhart Lake High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,64,Walworth,41,Southern Lakes,GW,32,Distant town,42.670024,-88.533866,5.50429E+11,1638,40,Elkhorn Area,Public school,Elkhorn Area High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,64,Walworth,41,Southern Lakes,,32,Distant town,42.679321,-88.528373,5.50429E+11,1638,60,Elkhorn Area,Public school,Elkhorn Area Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,64,Walworth,41,Southern Lakes,GW,32,Distant town,,,5.50429E+11,1638,800,Elkhorn Area,Public school,Elkhorn Options Virtual School,Combined Elementary/Secondary School,K4,12,Small,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,64,Walworth,41,Southern Lakes,,32,Distant town,42.67744,-88.539955,5.50429E+11,1638,120,Elkhorn Area,Public school,Jackson Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,2,64,Walworth,41,Southern Lakes,,32,Distant town,42.738574,-88.558998,5.50429E+11,1638,80,Elkhorn Area,Public school,Tibbets Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,64,Walworth,41,Southern Lakes,GW,32,Distant town,42.666069,-88.52452,5.50429E+11,1638,9401,Elkhorn Area,Public school,Walworth Co Educ Alt High,High School,9,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,64,Walworth,41,Southern Lakes,,32,Distant town,42.676521,-88.552032,5.50429E+11,1638,100,Elkhorn Area,Public school,West Side Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,11,47,Pierce,26,Middle Border,,32,Distant town,44.736728,-92.481826,5.50432E+11,1659,60,Ellsworth Community,Public school,Ellsworth Elementary,Elementary School,K4,5,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,11,47,Pierce,26,Middle Border,CV,32,Distant town,44.727489,-92.481666,5.50432E+11,1659,40,Ellsworth Community,Public school,Ellsworth High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,47,Pierce,26,Middle Border,,32,Distant town,44.720333,-92.480758,5.50432E+11,1659,20,Ellsworth Community,Public school,Ellsworth Middle,Middle School,6,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.06565,-88.144569,5.50177E+11,714,40,Elmbrook,Public school,Brookfield Elementary,Elementary School,PK,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.077018,-88.112541,5.50177E+11,714,80,Elmbrook,Public school,Burleigh Elementary,Elementary School,PK,5,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,67,Waukesha,17,Greater Metro,WA,21,Large suburb,43.057201,-88.122482,5.50177E+11,714,20,Elmbrook,Public school,Central High,High School,9,12,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.062488,-88.106437,5.50177E+11,714,100,Elmbrook,Public school,Dixon Elementary,Elementary School,PK,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,17,Greater Metro,WA,21,Large suburb,43.078781,-88.089553,5.50177E+11,714,60,Elmbrook,Public school,East High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,17,Greater Metro,WA,21,Large suburb,43.083709,-88.128982,5.50177E+11,714,160,Elmbrook,Public school,Fairview South,Combined Elementary/Secondary School,5,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.047908,-88.103942,5.50177E+11,714,150,Elmbrook,Public school,Pilgrim Park Middle,Middle School,6,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.03342,-88.128799,5.50177E+11,714,190,Elmbrook,Public school,Swanson Elementary,Elementary School,PK,5,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.053871,-88.081459,5.50177E+11,714,250,Elmbrook,Public school,Tonawanda Elementary,Elementary School,PK,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,17,Greater Metro,,21,Large suburb,43.041278,-88.144042,5.50177E+11,714,270,Elmbrook,Public school,Wisconsin Hills Middle,Middle School,6,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,11,47,Pierce,123,Dunn-St. Croix - Small,,43,Rural - remote,44.777969,-92.152893,5.50435E+11,1666,20,Elmwood,Public school,Elmwood Elementary,Elementary School,K4,4,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,11,47,Pierce,123,Dunn-St. Croix - Small,CV,43,Rural - remote,44.777969,-92.152893,5.50435E+11,1666,40,Elmwood,Public school,Elmwood High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,47,Pierce,123,Dunn-St. Croix - Small,,43,Rural - remote,44.777969,-92.152893,5.50435E+11,1666,30,Elmwood,Public school,Elmwood Middle,Middle School,5,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,66,Washington,45,Wisconsin Little Ten,,41,Rural - fringe,43.251747,-88.381065,5.50441E+11,1687,20,Erin,Public school,Erin Elementary,Elementary School,K4,8,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,,Not Applicable,MI,11,Large city,43.023841,-87.959854,5.50007E+11,8131,400,Escuela Verde,Non District Charter Schools,Escuela Verde,High School,9,12,Small,Yes,No,SWP,School-wide Program
2018-19,2,53,Rock,36,Rock Valley,BH,31,Fringe town,42.77206,-89.313606,5.50444E+11,1694,40,Evansville Community,Public school,Evansville High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,53,Rock,36,Rock Valley,,31,Fringe town,42.776489,-89.302154,5.50444E+11,1694,60,Evansville Community,Public school,J C McKenna Middle,Middle School,6,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,36,Rock Valley,BH,,Unknown,,,Unknown,1694,9803,Evansville Community,Public Schools-Multidistrict Charters,JEDI Virtual K-12,Combined Elementary/Secondary School,K4,12,Tiny,Yes,Yes,,Not Title I
2018-19,2,53,Rock,36,Rock Valley,,31,Fringe town,42.77526,-89.307533,5.50444E+11,1694,20,Evansville Community,Public school,Levi Leonard Elementary,Elementary School,K4,2,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,36,Rock Valley,,31,Fringe town,42.7737,-89.309303,5.50444E+11,1694,100,Evansville Community,Public school,Theodore Robinson Intermediate School,Elementary School,3,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,10,18,Eau Claire,121,Cloverbelt - West,,42,Rural - distant,44.758239,-91.270523,5.5045E+11,1729,20,Fall Creek,Public school,Fall Creek Elementary,Elementary School,K4,5,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,10,18,Eau Claire,121,Cloverbelt - West,CV,42,Rural - distant,44.758239,-91.270523,5.5045E+11,1729,40,Fall Creek,Public school,Fall Creek High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,18,Eau Claire,121,Cloverbelt - West,,42,Rural - distant,44.758239,-91.270523,5.5045E+11,1729,50,Fall Creek,Public school,Fall Creek Middle,Middle School,6,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,5,11,Columbia,43,Trailways,,32,Distant town,43.385681,-89.045654,5.50453E+11,1736,20,Fall River,Public school,Fall River Elementary,Elementary School,K4,5,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,5,11,Columbia,43,Trailways,MA,32,Distant town,43.385681,-89.045654,5.50453E+11,1736,40,Fall River,Public school,Fall River High,High School,6,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,,42,Rural - distant,42.983993,-90.656761,5.50459E+11,1813,20,Fennimore Community,Public school,Fennimore Elementary,Elementary School,K4,5,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,SW,42,Rural - distant,42.98542,-90.647933,5.50459E+11,1813,40,Fennimore Community,Public school,Fennimore High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,,42,Rural - distant,,,5.50459E+11,1813,250,Fennimore Community,Public school,Fennimore Middle,Middle School,6,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,54,Rusk,261,Lakeland - East,,42,Rural - distant,45.45372,-90.989768,5.51497E+11,5757,120,Flambeau,Public school,Flambeau Elementary,Elementary School,K4,5,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,10,54,Rusk,261,Lakeland - East,IN,42,Rural - distant,45.45372,-90.989768,5.51497E+11,5757,40,Flambeau,Public school,Flambeau High,High School,9,12,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,10,54,Rusk,261,Lakeland - East,,42,Rural - distant,45.45372,-90.989768,5.51497E+11,5757,50,Flambeau,Public school,Flambeau Middle,Middle School,6,8,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,8,19,Florence,31,Northern Lakes,,42,Rural - distant,45.928752,-88.247192,5.50465E+11,1855,40,Florence County,Public school,Florence Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,8,19,Florence,31,Northern Lakes,NE,42,Rural - distant,45.924133,-88.248077,5.50465E+11,1855,60,Florence County,Public school,Florence High,High School,9,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,8,19,Florence,31,Northern Lakes,,42,Rural - distant,45.924133,-88.248077,5.50465E+11,1855,80,Florence County,Public school,Florence Middle,Middle School,7,8,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.78096,-88.442604,5.50468E+11,1862,30,Fond du Lac,Public school,Chegwin Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,,,5.50468E+11,1862,130,Fond du Lac,Public school,Early Learning in Fond du Lac,Elementary School,K4,PK,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.774318,-88.471473,5.50468E+11,1862,80,Fond du Lac,Public school,Evans Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,MP,13,Small city,43.792743,-88.414131,5.50468E+11,1862,140,Fond du Lac,Public school,Fond du Lac High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.76881,-88.458068,5.50468E+11,1862,150,Fond du Lac,Public school,Fond du Lac STEM Academy,Elementary School,3,5,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.76881,-88.458068,5.50468E+11,1862,210,Fond du Lac,Public school,Fond du Lac STEM Institute,Combined Elementary/Secondary School,6,11,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.797168,-88.412208,5.50468E+11,1862,200,Fond du Lac,Public school,Lakeshore Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.786708,-88.465194,5.50468E+11,1862,230,Fond du Lac,Public school,Parkside Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.75494,-88.437858,5.50468E+11,1862,240,Fond du Lac,Public school,Pier Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.76807,-88.448623,5.50468E+11,1862,120,Fond du Lac,Public school,Riverside Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.770618,-88.427352,5.50468E+11,1862,260,Fond du Lac,Public school,Roberts Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.787109,-88.42797,5.50468E+11,1862,280,Fond du Lac,Public school,Rosenow Elementary,Elementary School,K4,5,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.781021,-88.471473,5.50468E+11,1862,300,Fond du Lac,Public school,Sabish Middle,Middle School,6,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.75539,-88.429328,5.50468E+11,1862,335,Fond du Lac,Public school,Theisen Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.765041,-88.437774,5.50468E+11,1862,360,Fond du Lac,Public school,Waters Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,16,Fox Valley Association,,13,Small city,43.775279,-88.418601,5.50468E+11,1862,365,Fond du Lac,Public school,Woodworth Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,64,Walworth,36,Rock Valley,,41,Rural - fringe,42.547889,-88.584854,5.50472E+11,1870,20,Fontana J8,Public school,Fontana Elementary,Elementary School,K4,8,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.931865,-88.850028,5.50474E+11,1883,20,Fort Atkinson,Public school,Barrie Elementary,Elementary School,PK,5,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.931865,-88.850028,5.50474E+11,1883,130,Fort Atkinson,Public school,Fort Atkinson 4K,Elementary School,K4,K4,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,28,Jefferson,115,Badger - South,MA,32,Distant town,42.944889,-88.859237,5.50474E+11,1883,80,Fort Atkinson,Public school,Fort Atkinson High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.93235,-88.832763,5.50474E+11,1883,120,Fort Atkinson,Public school,Fort Atkinson Middle,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,2,28,Jefferson,115,Badger - South,MA,,Unknown,,,Unknown,1883,9803,Fort Atkinson,Public Schools-Multidistrict Charters,JEDI Virtual K-12,Combined Elementary/Secondary School,K4,12,Unknown,Yes,Yes,,Not Title I
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.919696,-88.839797,5.50474E+11,1883,100,Fort Atkinson,Public school,Luther Elementary,Elementary School,PK,5,Medium,No,No,SWP,School-wide Program
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.918849,-88.835853,5.50474E+11,1883,160,Fort Atkinson,Public school,Purdy Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,2,28,Jefferson,115,Badger - South,,32,Distant town,42.939159,-88.845909,5.50474E+11,1883,180,Fort Atkinson,Public school,Rockwell Elementary,Elementary School,PK,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,30,North Shore,,21,Large suburb,43.181301,-87.90126,5.5048E+11,1890,20,Fox Point J2,Public school,Bayside Middle,Middle School,5,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,40,Milwaukee,30,North Shore,,21,Large suburb,43.149566,-87.903953,5.5048E+11,1890,40,Fox Point J2,Public school,Stormonth Elementary,Elementary School,K4,4,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.905139,-88.017433,5.50483E+11,1900,20,Franklin Public,Public school,Ben Franklin Elementary,Elementary School,PK,6,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.9123,-88.061485,5.50483E+11,1900,40,Franklin Public,Public school,Country Dale Elementary,Elementary School,PK,6,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,40,Milwaukee,40,Southeast,,21,Large suburb,42.894344,-88.017524,5.50483E+11,1900,70,Franklin Public,Public school,Forest Park Middle,Middle School,7,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,1,40,Milwaukee,40,Southeast,MI,21,Large suburb,42.89775,-87.977653,5.50483E+11,1900,60,Franklin Public,Public school,Franklin High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
