SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,BEHAVIOR_TYPE,TFS_ENROLLMENT_COUNT,INCIDENTS_COUNT
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Endangering Behavior,3771,22
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Other Violation of School Rules,3771,92
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Weapon Related,3771,4
2018-19,School District,12,Iron,3484,,[All],No,Mercer,[Districtwide],All Students,All Students,,145,0
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Drugs and Alcohol,3291,9
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Endangering Behavior,3291,28
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Other Violation of School Rules,3291,218
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Weapon Related,3291,1
2018-19,School District,1,Waukesha,3528,,[All],No,Merton Community,[Districtwide],All Students,All Students,Other Violation of School Rules,844,1
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Assault,7450,34
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Drugs and Alcohol,7450,21
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Endangering Behavior,7450,24
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Other Violation of School Rules,7450,58
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Weapon Related,7450,5
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Assault,3487,28
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Drugs and Alcohol,3487,17
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Endangering Behavior,3487,29
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Other Violation of School Rules,3487,83
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Assault,75431,466
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Drugs and Alcohol,75431,409
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Endangering Behavior,75431,6881
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Other Violation of School Rules,75431,15058
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Weapon Related,75431,147
2018-19,School District,3,Iowa,3633,,[All],No,Mineral Point Unified,[Districtwide],All Students,All Students,Assault,763,1
2018-19,School District,3,Iowa,3633,,[All],No,Mineral Point Unified,[Districtwide],All Students,All Students,Endangering Behavior,763,1
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,Assault,613,2
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,Drugs and Alcohol,613,5
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,Endangering Behavior,613,3
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,Other Violation of School Rules,613,18
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Assault,859,1
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Drugs and Alcohol,859,6
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Endangering Behavior,859,5
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Other Violation of School Rules,859,22
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Weapon Related,859,1
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Assault,991,2
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Drugs and Alcohol,991,12
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Endangering Behavior,991,4
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Other Violation of School Rules,991,13
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Weapon Related,991,2
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Assault,3454,4
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Drugs and Alcohol,3454,23
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Endangering Behavior,3454,19
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Other Violation of School Rules,3454,91
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Weapon Related,3454,6
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,Drugs and Alcohol,2353,3
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,Endangering Behavior,2353,59
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,Other Violation of School Rules,2353,129
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,Weapon Related,2353,4
2018-19,School District,5,Marquette,3689,,[All],No,Montello,[Districtwide],All Students,All Students,Endangering Behavior,668,1
2018-19,School District,2,Green,3696,,[All],No,Monticello,[Districtwide],All Students,All Students,Drugs and Alcohol,341,1
2018-19,School District,2,Green,3696,,[All],No,Monticello,[Districtwide],All Students,All Students,Other Violation of School Rules,341,4
2018-19,School District,9,Marathon,3787,,[All],No,Mosinee,[Districtwide],All Students,All Students,Assault,2016,4
2018-19,School District,9,Marathon,3787,,[All],No,Mosinee,[Districtwide],All Students,All Students,Drugs and Alcohol,2016,1
2018-19,School District,9,Marathon,3787,,[All],No,Mosinee,[Districtwide],All Students,All Students,Other Violation of School Rules,2016,51
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,Assault,2522,3
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,Drugs and Alcohol,2522,14
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,Endangering Behavior,2522,24
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,Other Violation of School Rules,2522,19
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Assault,5040,8
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Drugs and Alcohol,5040,32
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Endangering Behavior,5040,58
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Other Violation of School Rules,5040,96
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Weapon Related,5040,5
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Assault,4850,8
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Drugs and Alcohol,4850,14
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Endangering Behavior,4850,15
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Other Violation of School Rules,4850,68
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Weapon Related,4850,2
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,Drugs and Alcohol,699,2
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,Other Violation of School Rules,699,11
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,Weapon Related,699,1
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Assault,6714,1
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Drugs and Alcohol,6714,2
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Endangering Behavior,6714,17
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Other Violation of School Rules,6714,473
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Weapon Related,6714,4
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Assault,927,23
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Drugs and Alcohol,927,1
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Endangering Behavior,927,1
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Other Violation of School Rules,927,32
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Weapon Related,927,10
2018-19,School District,5,Wood,3906,,[All],No,Nekoosa,[Districtwide],All Students,All Students,Drugs and Alcohol,1183,2
2018-19,School District,5,Wood,3906,,[All],No,Nekoosa,[Districtwide],All Students,All Students,Other Violation of School Rules,1183,10
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Drugs and Alcohol,316,2
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Endangering Behavior,316,2
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Other Violation of School Rules,316,16
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Weapon Related,316,2
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Assault,4348,24
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Drugs and Alcohol,4348,12
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Endangering Behavior,4348,31
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Other Violation of School Rules,4348,42
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Weapon Related,4348,1
2018-19,School District,2,Green,3934,,[All],No,New Glarus,[Districtwide],All Students,All Students,Endangering Behavior,989,6
2018-19,School District,2,Green,3934,,[All],No,New Glarus,[Districtwide],All Students,All Students,Other Violation of School Rules,989,22
2018-19,School District,7,Calumet,3941,,[All],No,New Holstein,[Districtwide],All Students,All Students,Drugs and Alcohol,1063,2
2018-19,School District,7,Calumet,3941,,[All],No,New Holstein,[Districtwide],All Students,All Students,Other Violation of School Rules,1063,5
2018-19,School District,7,Calumet,3941,,[All],No,New Holstein,[Districtwide],All Students,All Students,Weapon Related,1063,1
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,Drugs and Alcohol,660,3
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,Endangering Behavior,660,7
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,Other Violation of School Rules,660,9
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Drugs and Alcohol,2284,3
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Endangering Behavior,2284,11
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Other Violation of School Rules,2284,81
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Assault,3441,3
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Drugs and Alcohol,3441,12
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Endangering Behavior,3441,8
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Other Violation of School Rules,3441,154
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Weapon Related,3441,2
2018-19,School District,8,Marinette,3969,,[All],No,Niagara,[Districtwide],All Students,All Students,Other Violation of School Rules,431,19
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Assault,1087,1
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Drugs and Alcohol,1087,11
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Endangering Behavior,1087,2
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Other Violation of School Rules,1087,18
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Weapon Related,1087,2
2018-19,School District,1,Waukesha,3976,,[All],No,Norris,[Districtwide],All Students,All Students,,31,0
2018-19,School District,2,Racine,4690,,[All],No,North Cape,[Districtwide],All Students,All Students,Endangering Behavior,198,3
2018-19,School District,2,Racine,4690,,[All],No,North Cape,[Districtwide],All Students,All Students,Other Violation of School Rules,198,1
2018-19,School District,3,Crawford,2016,,[All],No,North Crawford,[Districtwide],All Students,All Students,Drugs and Alcohol,456,1
2018-19,School District,3,Crawford,2016,,[All],No,North Crawford,[Districtwide],All Students,All Students,Other Violation of School Rules,456,2
2018-19,School District,6,Fond du Lac,3983,,[All],No,North Fond du Lac,[Districtwide],All Students,All Students,Drugs and Alcohol,1446,2
2018-19,School District,6,Fond du Lac,3983,,[All],No,North Fond du Lac,[Districtwide],All Students,All Students,Endangering Behavior,1446,2
2018-19,School District,6,Fond du Lac,3983,,[All],No,North Fond du Lac,[Districtwide],All Students,All Students,Other Violation of School Rules,1446,23
2018-19,School District,1,Waukesha,3514,,[All],No,North Lake,[Districtwide],All Students,All Students,Other Violation of School Rules,335,3
2018-19,School District,9,Vilas,616,,[All],No,North Lakeland,[Districtwide],All Students,All Students,Other Violation of School Rules,152,3
2018-19,School District,1,Ozaukee,1945,,[All],No,Northern Ozaukee,[Districtwide],All Students,All Students,,1030,0
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Drugs and Alcohol,1306,2
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Endangering Behavior,1306,2
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Other Violation of School Rules,1306,1
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Weapon Related,1306,1
2018-19,School District,12,Washburn,3654,,[All],No,Northwood,[Districtwide],All Students,All Students,Drugs and Alcohol,325,1
2018-19,School District,12,Washburn,3654,,[All],No,Northwood,[Districtwide],All Students,All Students,Endangering Behavior,325,10
2018-19,School District,12,Washburn,3654,,[All],No,Northwood,[Districtwide],All Students,All Students,Other Violation of School Rules,325,3
2018-19,School District,4,Monroe,3990,,[All],No,Norwalk-Ontario-Wilton,[Districtwide],All Students,All Students,Drugs and Alcohol,658,1
2018-19,School District,4,Monroe,3990,,[All],No,Norwalk-Ontario-Wilton,[Districtwide],All Students,All Students,Other Violation of School Rules,658,13
2018-19,School District,2,Racine,4011,,[All],No,Norway J7,[Districtwide],All Students,All Students,,105,0
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Assault,6604,17
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Drugs and Alcohol,6604,35
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Endangering Behavior,6604,160
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Other Violation of School Rules,6604,246
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Weapon Related,6604,3
2018-19,School District,6,Fond du Lac,4025,,[All],No,Oakfield,[Districtwide],All Students,All Students,Assault,548,3
2018-19,School District,6,Fond du Lac,4025,,[All],No,Oakfield,[Districtwide],All Students,All Students,Endangering Behavior,548,2
2018-19,School District,6,Fond du Lac,4025,,[All],No,Oakfield,[Districtwide],All Students,All Students,Other Violation of School Rules,548,16
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Assault,5272,1
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Drugs and Alcohol,5272,6
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Endangering Behavior,5272,14
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Other Violation of School Rules,5272,31
2018-19,School District,8,Oconto,4074,,[All],No,Oconto Falls Public,[Districtwide],All Students,All Students,Assault,1691,3
2018-19,School District,8,Oconto,4074,,[All],No,Oconto Falls Public,[Districtwide],All Students,All Students,Endangering Behavior,1691,1
2018-19,School District,8,Oconto,4074,,[All],No,Oconto Falls Public,[Districtwide],All Students,All Students,Other Violation of School Rules,1691,10
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,Drugs and Alcohol,1006,3
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,Endangering Behavior,1006,4
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,Other Violation of School Rules,1006,62
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Drugs and Alcohol,1154,3
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Endangering Behavior,1154,5
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Other Violation of School Rules,1154,42
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Weapon Related,1154,1
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Assault,3133,12
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Drugs and Alcohol,3133,7
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Endangering Behavior,3133,54
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Other Violation of School Rules,3133,30
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Weapon Related,3133,2
2018-19,School District,7,Sheboygan,4137,,[All],No,Oostburg,[Districtwide],All Students,All Students,Endangering Behavior,995,1
2018-19,School District,7,Sheboygan,4137,,[All],No,Oostburg,[Districtwide],All Students,All Students,Other Violation of School Rules,995,3
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Assault,4091,8
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Drugs and Alcohol,4091,42
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Endangering Behavior,4091,29
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Other Violation of School Rules,4091,160
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Weapon Related,4091,4
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Drugs and Alcohol,1692,12
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Endangering Behavior,1692,7
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Other Violation of School Rules,1692,19
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Assault,9911,97
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Drugs and Alcohol,9911,50
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Endangering Behavior,9911,445
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Other Violation of School Rules,9911,1017
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Weapon Related,9911,9
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,Assault,817,5
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,Drugs and Alcohol,817,49
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,Endangering Behavior,817,8
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,Other Violation of School Rules,817,39
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,Drugs and Alcohol,485,1
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,Endangering Behavior,485,4
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,Other Violation of School Rules,485,8
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,Weapon Related,485,1
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,Assault,769,1
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,Drugs and Alcohol,769,3
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,Endangering Behavior,769,2
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,Other Violation of School Rules,769,15
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,Endangering Behavior,812,3
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,Other Violation of School Rules,812,11
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,Weapon Related,812,1
2018-19,School District,2,Kenosha,4235,,[All],No,Paris J1,[Districtwide],All Students,All Students,,277,0
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,Assault,803,3
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,Drugs and Alcohol,803,2
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,Endangering Behavior,803,6
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,Other Violation of School Rules,803,8
2018-19,School District,3,Lafayette,490,,[All],No,Pecatonica Area,[Districtwide],All Students,All Students,Endangering Behavior,400,5
2018-19,School District,3,Lafayette,490,,[All],No,Pecatonica Area,[Districtwide],All Students,All Students,Other Violation of School Rules,400,1
2018-19,School District,11,Pepin,4270,,[All],No,Pepin Area,[Districtwide],All Students,All Students,Other Violation of School Rules,225,1
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,Assault,1188,11
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,Drugs and Alcohol,1188,10
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,Endangering Behavior,1188,6
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,Other Violation of School Rules,1188,31
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Assault,2995,10
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Drugs and Alcohol,2995,7
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Endangering Behavior,2995,2
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Other Violation of School Rules,2995,55
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Weapon Related,2995,1
2018-19,School District,9,Vilas,4330,,[All],No,Phelps,[Districtwide],All Students,All Students,Endangering Behavior,132,7
2018-19,School District,9,Vilas,4330,,[All],No,Phelps,[Districtwide],All Students,All Students,Other Violation of School Rules,132,2
2018-19,School District,12,Price,4347,,[All],No,Phillips,[Districtwide],All Students,All Students,Other Violation of School Rules,759,14
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,Drugs and Alcohol,575,1
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,Endangering Behavior,575,2
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,Other Violation of School Rules,575,5
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,Weapon Related,575,1
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Assault,1519,6
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Drugs and Alcohol,1519,9
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Endangering Behavior,1519,15
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Other Violation of School Rules,1519,52
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Weapon Related,1519,5
2018-19,School District,11,Pierce,4459,,[All],No,Plum City,[Districtwide],All Students,All Students,Other Violation of School Rules,276,1
2018-19,School District,11,Pierce,4459,,[All],No,Plum City,[Districtwide],All Students,All Students,Weapon Related,276,2
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Assault,2179,1
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Drugs and Alcohol,2179,16
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Endangering Behavior,2179,27
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Other Violation of School Rules,2179,129
2018-19,School District,5,Wood,4508,,[All],No,Port Edwards,[Districtwide],All Students,All Students,Drugs and Alcohol,448,2
2018-19,School District,5,Wood,4508,,[All],No,Port Edwards,[Districtwide],All Students,All Students,Endangering Behavior,448,4
