SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,BEHAVIOR_TYPE,TFS_ENROLLMENT_COUNT,INCIDENTS_COUNT
2018-19,School District,6,Green Lake,434,,[All],No,Berlin Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1644,128
2018-19,School District,2,Walworth,6013,,[All],No,Big Foot UHS,[Districtwide],All Students,All Students,Assault,489,3
2018-19,School District,2,Walworth,6013,,[All],No,Big Foot UHS,[Districtwide],All Students,All Students,Drugs and Alcohol,489,2
2018-19,School District,2,Walworth,6013,,[All],No,Big Foot UHS,[Districtwide],All Students,All Students,Endangering Behavior,489,1
2018-19,School District,2,Walworth,6013,,[All],No,Big Foot UHS,[Districtwide],All Students,All Students,Other Violation of School Rules,489,10
2018-19,School District,2,Walworth,6013,,[All],No,Big Foot UHS,[Districtwide],All Students,All Students,Weapon Related,489,1
2018-19,School District,11,Washburn,441,,[All],No,Birchwood,[Districtwide],All Students,All Students,Other Violation of School Rules,292,4
2018-19,School District,11,Washburn,441,,[All],No,Birchwood,[Districtwide],All Students,All Students,Weapon Related,292,1
2018-19,School District,3,Lafayette,2240,,[All],No,Black Hawk,[Districtwide],All Students,All Students,Endangering Behavior,383,1
2018-19,School District,4,Jackson,476,,[All],No,Black River Falls,[Districtwide],All Students,All Students,Assault,1742,10
2018-19,School District,4,Jackson,476,,[All],No,Black River Falls,[Districtwide],All Students,All Students,Drugs and Alcohol,1742,1
2018-19,School District,4,Jackson,476,,[All],No,Black River Falls,[Districtwide],All Students,All Students,Endangering Behavior,1742,2
2018-19,School District,4,Jackson,476,,[All],No,Black River Falls,[Districtwide],All Students,All Students,Other Violation of School Rules,1742,7
2018-19,School District,4,Trempealeau,485,,[All],No,Blair-Taylor,[Districtwide],All Students,All Students,Other Violation of School Rules,614,8
2018-19,School District,10,Chippewa,497,,[All],No,Bloomer,[Districtwide],All Students,All Students,Assault,1279,1
2018-19,School District,10,Chippewa,497,,[All],No,Bloomer,[Districtwide],All Students,All Students,Drugs and Alcohol,1279,4
2018-19,School District,10,Chippewa,497,,[All],No,Bloomer,[Districtwide],All Students,All Students,Endangering Behavior,1279,15
2018-19,School District,10,Chippewa,497,,[All],No,Bloomer,[Districtwide],All Students,All Students,Other Violation of School Rules,1279,29
2018-19,School District,10,Chippewa,497,,[All],No,Bloomer,[Districtwide],All Students,All Students,Weapon Related,1279,1
2018-19,School District,8,Shawano,602,,[All],No,Bonduel,[Districtwide],All Students,All Students,Drugs and Alcohol,737,5
2018-19,School District,8,Shawano,602,,[All],No,Bonduel,[Districtwide],All Students,All Students,Endangering Behavior,737,2
2018-19,School District,8,Shawano,602,,[All],No,Bonduel,[Districtwide],All Students,All Students,Other Violation of School Rules,737,9
2018-19,School District,3,Grant,609,,[All],No,Boscobel Area,[Districtwide],All Students,All Students,Drugs and Alcohol,796,6
2018-19,School District,3,Grant,609,,[All],No,Boscobel Area,[Districtwide],All Students,All Students,Other Violation of School Rules,796,10
